archivo,conductividad,espesor,bobina,muestras
Exp24b_aire.csv,0,0,P40,aire
Exp24b_061.csv,58.37e6,0.14957,P40,B095
Exp24b_062.csv,58.910e6,0.14957,P40,B125
Exp24b_063.csv,8.632e6,0.14957,P40,B068
Exp24b_064.csv,0.6102e6,0.14957,P40,B066
Exp24b_065.csv,58.180e6,0.14957,P40,B065
Exp24b_066.csv,17.470e6,0.14957,P40,B071
Exp24b_067.csv,3.948e6,0.14957,P40,B057
Exp24b_068.csv,34.430e6,0.14957,P40,B064
